Date,Rate
2022-09-04,167.332
2022-09-05,166.999
2022-09-06,167.45
2022-09-07,164.367
2022-09-08,163.672
2022-09-09,163.686
2022-09-10,164.989
2022-09-11,164.989
2022-09-12,164.984
2022-09-13,164.978
2022-09-14,163.105
2022-09-15,165.133
2022-09-16,164.824
2022-09-17,165.518
2022-09-18,165.518
2022-09-19,165.733
2022-09-20,165.322
2022-09-21,164.85
2022-09-22,164.315
2022-09-23,166.62
2022-09-24,165.405
2022-09-25,165.405
2022-09-26,165.198
2022-09-27,164.215
2022-09-28,164.047
2022-09-29,164.393
2022-09-30,165.011
2022-10-01,164.865
2022-10-02,164.865
2022-10-03,164.808
2022-10-04,165.3
2022-10-05,166.047
2022-10-06,165.288
2022-10-07,164.639
2022-10-08,164.254
2022-10-09,164.254
2022-10-10,164.175
2022-10-11,163.927
2022-10-12,164.068
2022-10-13,163.259
2022-10-14,163.923
2022-10-15,162.236
2022-10-16,162.236
2022-10-17,162.367
2022-10-18,163.35
2022-10-19,163.78
2022-10-20,163.352
2022-10-21,163.465
2022-10-22,168.241
2022-10-23,168.241
2022-10-24,168.082
2022-10-25,166.93
2022-10-26,167.956
2022-10-27,170.026
2022-10-28,169.817
2022-10-29,168.396
2022-10-30,168.396
2022-10-31,168.02
2022-11-01,167.076
2022-11-02,168.137
2022-11-03,168.014
2022-11-04,167.571
2022-11-05,169.588
2022-11-06,169.588
2022-11-07,169.409
2022-11-08,169.618
2022-11-09,171.185
2022-11-10,170.095
2022-11-11,175.513
2022-11-12,178.802
2022-11-13,178.802
2022-11-14,177.739
2022-11-15,176.605
2022-11-16,178.398
2022-11-17,177.906
2022-11-18,176.732
2022-11-19,176.736
2022-11-20,176.736
2022-11-21,176.862
2022-11-22,174.769
2022-11-23,176.053
2022-11-24,178.481
2022-11-25,179.187
2022-11-26,178.016
2022-11-27,178.016
2022-11-28,177.728
2022-11-29,178.575
2022-11-30,178.444
2022-12-01,179.328
2022-12-02,181.354
2022-12-03,181.409
2022-12-04,181.409
2022-12-05,181.213
2022-12-06,175.64
2022-12-07,175.33
2022-12-08,175.435
2022-12-09,174.236
2022-12-10,172.578
2022-12-11,172.578
2022-12-12,172.414
2022-12-13,172.4
2022-12-14,174.239
2022-12-15,173.937
2022-12-16,170.787
2022-12-17,172.633
2022-12-18,172.633
2022-12-19,172.823
2022-12-20,173.134
2022-12-21,180.105
2022-12-22,179.226
2022-12-23,178.659
2022-12-24,177.605
2022-12-25,177.605
2022-12-26,177.618
2022-12-27,177.789
2022-12-28,176.786
2022-12-29,176.321
2022-12-30,177.667
2022-12-31,180.262
2023-01-01,180.262
2023-01-02,180.606
2023-01-03,180.696
2023-01-04,179.28
2023-01-05,177.916
2023-01-06,176.149
2023-01-07,177.702
2023-01-08,177.702
2023-01-09,178.066
2023-01-10,178.024
2023-01-11,177.537
2023-01-12,177.755
2023-01-13,181.539
2023-01-14,183.347
2023-01-15,183.347
2023-01-16,183.075
2023-01-17,182.653
2023-01-18,182.656
2023-01-19,182.336
2023-01-20,182.668
2023-01-21,180.962
2023-01-22,180.962
2023-01-23,181.284
2023-01-24,179.563
2023-01-25,180.073
2023-01-26,181.41
2023-01-27,180.628
2023-01-28,180.763
2023-01-29,180.763
2023-01-30,180.749
2023-01-31,179.831
2023-02-01,180.206
2023-02-02,182.299
2023-02-03,182.129
2023-02-04,178.748
2023-02-05,178.748
2023-02-06,177.625
2023-02-07,177.059
2023-02-08,180.167
2023-02-09,179.6
2023-02-10,179.219
2023-02-11,179.339
2023-02-12,179.339
2023-02-13,179.216
2023-02-14,178.373
2023-02-15,177.525
2023-02-16,176.418
2023-02-17,176.817
2023-02-18,177.556
2023-02-19,177.556
2023-02-20,177.344
2023-02-21,176.749
2023-02-22,175.71
2023-02-23,176.355
2023-02-24,177.017
2023-02-25,174.322
2023-02-26,174.322
2023-02-27,174.405
2023-02-28,174.73
2023-03-01,174.251
2023-03-02,174.186
2023-03-03,173.525
2023-03-04,174.654
2023-03-05,174.654
2023-03-06,174.416
2023-03-07,173.988
2023-03-08,172.094
2023-03-09,172.83
2023-03-10,173.685
2023-03-11,175.273
2023-03-12,175.273
2023-03-13,175.416
2023-03-14,177.21
2023-03-15,175.516
2023-03-16,177.388
2023-03-17,176.744
2023-03-18,178.882
2023-03-19,178.882
2023-03-20,178.287
2023-03-21,179.483
2023-03-22,178.168
2023-03-23,179.341
2023-03-24,179.602
2023-03-25,179.944
2023-03-26,179.944
2023-03-27,179.779
2023-03-28,179.182
2023-03-29,179.29
2023-03-30,177.183
2023-03-31,176.256
2023-04-01,176.728
2023-04-02,176.728
2023-04-03,175.979
2023-04-04,177.507
2023-04-05,178.508
2023-04-06,179.203
2023-04-07,178.051
2023-04-08,177.367
2023-04-09,177.367
2023-04-10,177.501
2023-04-11,175.666
2023-04-12,175.517
2023-04-13,176.181
2023-04-14,176.957
2023-04-15,175.289
2023-04-16,175.289
2023-04-17,175.014
2023-04-18,174.705
2023-04-19,175.426
2023-04-20,174.548
2023-04-21,175.292
2023-04-22,175.192
2023-04-23,175.192
2023-04-24,175.395
2023-04-25,175.228
2023-04-26,175.569
2023-04-27,175.889
2023-04-28,175.292
2023-04-29,172.125
2023-04-30,172.125
2023-05-01,172.037
2023-05-02,170.611
2023-05-03,171.936
2023-05-04,174.403
2023-05-05,174.764
2023-05-06,173.891
2023-05-07,173.891
2023-05-08,173.435
2023-05-09,173.6
2023-05-10,173.467
2023-05-11,175.057
2023-05-12,174.469
2023-05-13,172.85
2023-05-14,172.85
2023-05-15,172.722
2023-05-16,172.421
2023-05-17,171.895
2023-05-18,170.439
2023-05-19,169.216
2023-05-20,170.153
2023-05-21,170.153
2023-05-22,170.449
2023-05-23,169.038
2023-05-24,169.414
2023-05-25,168.515
2023-05-26,167.661
2023-05-27,166.999
2023-05-28,166.999
2023-05-29,166.702
2023-05-30,167.129
2023-05-31,167.996
2023-06-01,168.835
2023-06-02,169.266
2023-06-03,167.786
2023-06-04,167.786
2023-06-05,167.475
2023-06-06,168.586
2023-06-07,168.351
2023-06-08,167.875
2023-06-09,169.181
2023-06-10,168.478
2023-06-11,168.478
2023-06-12,168.466
2023-06-13,168.411
2023-06-14,167.665
2023-06-15,167.905
2023-06-16,167.778
2023-06-17,165.839
2023-06-18,165.839
2023-06-19,165.85
2023-06-20,165.809
2023-06-21,166.466
2023-06-22,165.926
2023-06-23,164.482
2023-06-24,163.669
2023-06-25,163.669
2023-06-26,163.897
2023-06-27,164.082
2023-06-28,163.533
2023-06-29,163.181
2023-06-30,162.803
2023-07-01,163.473
2023-07-02,163.473
2023-07-03,163.337
2023-07-04,163.975
2023-07-05,164.191
2023-07-06,164.4
2023-07-07,164.779
2023-07-08,166.356
2023-07-09,166.356
2023-07-10,166.298
2023-07-11,167.386
2023-07-12,169.147
2023-07-13,171.149
2023-07-14,171.477
2023-07-15,170.366
2023-07-16,170.366
2023-07-17,170.464
2023-07-18,170.397
2023-07-19,170.047
2023-07-20,169.335
2023-07-21,169.105
2023-07-22,166.808
2023-07-23,166.808
2023-07-24,166.89
2023-07-25,167.273
2023-07-26,167.956
2023-07-27,168.667
2023-07-28,170.419
2023-07-29,167.847
2023-07-30,167.847
2023-07-31,168.342
2023-08-01,166.432
2023-08-02,165.693
2023-08-03,165.585
2023-08-04,166.614
2023-08-05,167.449
2023-08-06,167.449
2023-08-07,167.283
2023-08-08,166.497
2023-08-09,165.69
2023-08-10,165.223
2023-08-11,163.928
2023-08-12,163.913
